;ADVANTEST CORP;AJINOMOTO CO;ALL NIPPON AIRWAYS Y50;ASAHI BANK;ASAHI BREWERIES;ASAHI CHEMICAL IND CO;ASAHI GLASS CO;BANK TOKYO-MITSUBISHI;BRIDGESTONE CORP;CANON INC;CASIO COMPUTER CO;CITIZEN WATCH CO;DAI NIPPON PRINTING CO;DAI-ICHI KANGYO BANK Y50;DAIWA SECURITIES GROUP;DENSO CORP;FANUC;FUJI BANK;FUJI PHOTO FILM CO;FUJITSU;HITACHI;HONDA MOTOR CO;INDUSTRIAL BANK OF JAPAN;ITO-YOKADO CO;JAPAN AIRCRAFT MFG CO;JUSCO CO;KANSAI ELECTRIC POWER CO;KAO CORP;KAWASAKI STEEL CORP;KIRIN BREWERY CO;KOMATSU;KYOCERA CORP
2834006400000;335,9;1853,6;1839,7;540,2;973,4;665,5;583;772,1;437,6;650,8;1025,4;524,1;841;995,5;1009,5;1096,7;3448,4;880,1;1046,9;1101,1;667,6;275,6;1618,8;1684,3;109,2;442,7;984,1;1242,3;841,5;749,34;257,95;1236,162
2834265600000;335,75;1840,6;1839,6;539,6;972,2;664,9;582;771,8;436,8;649,4;1025,2;523,8;840;995;1009;1096,6;3447,2;879,9;1046,7;1100,8;666,8;274,8;1618,4;1683,4;109,2;442,6;983,8;1241,4;841;749,15;257,725;1235,285
2834352000000;335,6;1821;1839,5;539;971;664,3;581;771,5;436;648;1025;523,5;839;994,5;1008,5;1096,5;3446;879,7;1046,5;1100,5;666;274;1618;1682,5;109,2;442,5;983,5;1240,5;840,5;748,96;257,5;1234,408
2834438400000;335,45;1781,8;1839,4;538,4;969,8;663,7;580;771,2;435,2;646,6;1024,8;523,2;838;994;1008;1096,4;3444,8;879,5;1046,3;1100,2;665,2;273,2;1617,6;1681,6;109,2;442,4;983,2;1239,6;840;748,77;257,275;1233,531
2834524800000;335,3;1794,9;1839,3;537,8;968,6;663,1;579;770,9;434,4;645,2;1024,6;522,9;837;993,5;1007,5;1096,3;3443,6;879,3;1046,1;1099,9;664,4;272,4;1617,2;1680,7;109,2;442,3;982,9;1238,7;839,5;748,58;257,05;1232,654
2834611200000;335,15;1781,8;1839,2;537,2;967,4;662,5;578;770,6;433,6;643,8;1024,4;522,6;836;993;1007;1096,2;3442,4;879,1;1045,9;1099,6;663,6;271,6;1616,8;1679,8;109,2;442,2;982,6;1237,8;839;748,39;256,825;1231,777
2834870400000;335;1781,8;1839,1;536,6;966,2;661,9;577;770,3;432,8;642,4;1024,2;522,3;835;992,5;1006,5;1096,1;3441,2;878,9;1045,7;1099,3;662,8;270,8;1616,4;1678,9;109,2;442,1;982,3;1236,9;838,5;748,2;256,6;1230,9
2834956800000;334,85;1788,3;1839;536;965;661,3;576;770;432;641;1024;522;834;992;1006;1096;3440;878,7;1045,5;1099;662;270;1616;1678;109,2;442;982;1236;838;748,01;256,375;1230,023
2835043200000;334,7;1801,4;1838,9;535,4;963,8;660,7;575;769,7;431,2;639,6;1023,8;521,7;833;991,5;1005,5;1095,9;3438,8;878,5;1045,3;1098,7;661,2;269,2;1615,6;1677,1;109,2;441,9;981,7;1235,1;837,5;747,82;256,15;1229,146
2835129600000;334,55;1788,3;1838,8;534,8;962,6;660,1;574;769,4;430,4;638,2;1023,6;521,4;832;991;1005;1095,8;3437,6;878,3;1045,1;1098,4;660,4;268,4;1615,2;1676,2;109,2;441,8;981,4;1234,2;837;747,63;255,925;1228,269
2835216000000;334,4;1788,3;1838,7;534,2;961,4;659,5;573;769,1;429,6;636,8;1023,4;521,1;831;990,5;1004,5;1095,7;3436,4;878,1;1044,9;1098,1;659,6;267,6;1614,8;1675,3;109,2;441,7;981,1;1233,3;836,5;747,44;255,7;1227,392
2835475200000;334,25;1788,3;1838,6;533,6;960,2;658,9;572;768,8;428,8;635,4;1023,2;520,8;830;990;1004;1095,6;3435,2;877,9;1044,7;1097,8;658,8;266,8;1614,4;1674,4;109,2;441,6;980,8;1232,4;836;747,25;255,475;1226,515
2835561600000;334,1;1879,7;1838,5;533;959;658,3;571;768,5;428;634;1023;520,5;829;989,5;1003,5;1095,5;3434;877,7;1044,5;1097,5;658;266;1614;1673,5;109,2;441,5;980,5;1231,5;835,5;747,06;255,25;1225,638
2835648000000;333,95;1925,4;1838,4;532,4;957,8;657,7;570;768,2;427,2;632,6;1022,8;520,2;828;989;1003;1095,4;3432,8;877,5;1044,3;1097,2;657,2;265,2;1613,6;1672,6;109,2;441,4;980,2;1230,6;835;746,87;255,025;1224,761
2835734400000;333,8;1905,8;1838,3;531,8;956,6;657,1;569;767,9;426,4;631,2;1022,6;519,9;827;988,5;1002,5;1095,3;3431,6;877,3;1044,1;1096,9;656,4;264,4;1613,2;1671,7;109,2;441,3;979,9;1229,7;834,5;746,68;254,8;1223,884
2835820800000;333,65;1840,6;1838,2;531,2;955,4;656,5;568;767,6;425,6;629,8;1022,4;519,6;826;988;1002;1095,2;3430,4;877,1;1043,9;1096,6;655,6;263,6;1612,8;1670,8;109,2;441,2;979,6;1228,8;834;746,49;254,575;1223,007
2836080000000;333,5;1827,5;1838,1;530,6;954,2;655,9;567;767,3;424,8;628,4;1022,2;519,3;825;987,5;1001,5;1095,1;3429,2;876,9;1043,7;1096,3;654,8;262,8;1612,4;1669,9;109,2;441,1;979,3;1227,9;833,5;746,3;254,35;1222,13
2836166400000;333,35;1866,7;1838;530;953;655,3;566;767;424;627;1022;519;824;987;1001;1095;3428;876,7;1043,5;1096;654;262;1612;1669;109,2;441;979;1227;833;746,11;254,125;1221,253
2836252800000;333,2;1866,7;1837,9;529,4;951,8;654,7;565;766,7;423,2;625,6;1021,8;518,7;823;986,5;1000,5;1094,9;3426,8;876,5;1043,3;1095,7;653,2;261,2;1611,6;1668,1;109,2;440,9;978,7;1226,1;832,5;745,92;253,9;1220,376
2836339200000;333,05;1860,1;1837,8;528,8;950,6;654,1;564;766,4;422,4;624,2;1021,6;518,4;822;986;1000;1094,8;3425,6;876,3;1043,1;1095,4;652,4;260,4;1611,2;1667,2;109,2;440,8;978,4;1225,2;832;745,73;253,675;1219,499
2836425600000;332,9;1860,1;1837,7;528,2;949,4;653,5;563;766,1;421,6;622,8;1021,4;518,1;821;985,5;999,5;1094,7;3424,4;876,1;1042,9;1095,1;651,6;259,6;1610,8;1666,3;109,2;440,7;978,1;1224,3;831,5;745,54;253,45;1218,622
2836684800000;332,75;1860,1;1837,6;527,6;948,2;652,9;562;765,8;420,8;621,4;1021,2;517,8;820;985;999;1094,6;3423,2;875,9;1042,7;1094,8;650,8;258,8;1610,4;1665,4;109,2;440,6;977,8;1223,4;831;745,35;253,225;1217,745
2836771200000;332,6;1860,1;1837,5;527;947;652,3;561;765,5;420;620;1021;517,5;819;984,5;998,5;1094,5;3422;875,7;1042,5;1094,5;650;258;1610;1664,5;109,2;440,5;977,5;1222,5;830,5;745,16;253;1216,868
2836857600000;332,45;1879,7;1837,4;526,4;945,8;651,7;560;765,2;419,2;618,6;1020,8;517,2;818;984;998;1094,4;3420,8;875,5;1042,3;1094,2;649,2;257,2;1609,6;1663,6;109,2;440,4;977,2;1221,6;830;744,97;252,775;1215,991
2836944000000;332,3;1879,7;1837,3;525,8;944,6;651,1;559;764,9;418,4;617,2;1020,6;516,9;817;983,5;997,5;1094,3;3419,6;875,3;1042,1;1093,9;648,4;256,4;1609,2;1662,7;109,2;440,3;976,9;1220,7;829,5;744,78;252,55;1215,114
2837030400000;332,15;1873,2;1837,2;525,2;943,4;650,5;558;764,6;417,6;615,8;1020,4;516,6;816;983;997;1094,2;3418,4;875,1;1041,9;1093,6;647,6;255,6;1608,8;1661,8;109,2;440,2;976,6;1219,8;829;744,59;252,325;1214,237
2837289600000;332;1866,7;1837,1;524,6;942,2;649,9;557;764,3;416,8;614,4;1020,2;516,3;815;982,5;996,5;1094,1;3417,2;874,9;1041,7;1093,3;646,8;254,8;1608,4;1660,9;109,2;440,1;976,3;1218,9;828,5;744,4;252,1;1213,36
2837376000000;331,85;1860,1;1837;524;941;649,3;556;764;416;613;1020;516;814;982;996;1094;3416;874,7;1041,5;1093;646;254;1608;1660;109,2;440;976;1218;828;744,21;251,875;1212,483
2837462400000;331,7;1847,1;1836,9;523,4;939,8;648,7;555;763,7;415,2;611,6;1019,8;515,7;813;981,5;995,5;1093,9;3414,8;874,5;1041,3;1092,7;645,2;253,2;1607,6;1659,1;109,2;439,9;975,7;1217,1;827,5;744,02;251,65;1211,606
2837548800000;331,55;1853,6;1836,8;522,8;938,6;648,1;554;763,4;414,4;610,2;1019,6;515,4;812;981;995;1093,8;3413,6;874,3;1041,1;1092,4;644,4;252,4;1607,2;1658,2;109,2;439,8;975,4;1216,2;827;743,83;251,425;1210,729
2837635200000;331,4;1840,6;1836,7;522,2;937,4;647,5;553;763,1;413,6;608,8;1019,4;515,1;811;980,5;994,5;1093,7;3412,4;874,1;1040,9;1092,1;643,6;251,6;1606,8;1657,3;109,2;439,7;975,1;1215,3;826,5;743,64;251,2;1209,852
2837894400000;331,25;1840,6;1836,6;521,6;936,2;646,9;552;762,8;412,8;607,4;1019,2;514,8;810;980;994;1093,6;3411,2;873,9;1040,7;1091,8;642,8;250,8;1606,4;1656,4;109,2;439,6;974,8;1214,4;826;743,45;250,975;1208,975
2837980800000;331,1;1853,6;1836,5;521;935;646,3;551;762,5;412;606;1019;514,5;809;979,5;993,5;1093,5;3410;873,7;1040,5;1091,5;642;250;1606;1655,5;109,2;439,5;974,5;1213,5;825,5;743,26;250,75;1208,098
2838067200000;330,95;1834;1836,4;520,4;933,8;645,7;550;762,2;411,2;604,6;1018,8;514,2;808;979;993;1093,4;3408,8;873,5;1040,3;1091,2;641,2;249,2;1605,6;1654,6;109,2;439,4;974,2;1212,6;825;743,07;250,525;1207,221
2838153600000;330,8;1834;1836,3;519,8;932,6;645,1;549;761,9;410,4;603,2;1018,6;513,9;807;978,5;992,5;1093,3;3407,6;873,3;1040,1;1090,9;640,4;248,4;1605,2;1653,7;109,2;439,3;973,9;1211,7;824,5;742,88;250,3;1206,344
2838240000000;330,65;1853,6;1836,2;519,2;931,4;644,5;548;761,6;409,6;601,8;1018,4;513,6;806;978;992;1093,2;3406,4;873,1;1039,9;1090,6;639,6;247,6;1604,8;1652,8;109,2;439,2;973,6;1210,8;824;742,69;250,075;1205,467
2838499200000;330,5;1834;1836,1;518,6;930,2;643,9;547;761,3;408,8;600,4;1018,2;513,3;805;977,5;991,5;1093,1;3405,2;872,9;1039,7;1090,3;638,8;246,8;1604,4;1651,9;109,2;439,1;973,3;1209,9;823,5;742,5;249,85;1204,59
2838585600000;330,35;1860,1;1836;518;929;643,3;546;761;408;599;1018;513;804;977;991;1093;3404;872,7;1039,5;1090;638;246;1604;1651;109,2;439;973;1209;823;742,31;249,625;1203,713
2838672000000;330,2;1834;1835,9;517,4;927,8;642,7;545;760,7;407,2;597,6;1017,8;512,7;803;976,5;990,5;1092,9;3402,8;872,5;1039,3;1089,7;637,2;245,2;1603,6;1650,1;109,2;438,9;972,7;1208,1;822,5;742,12;249,4;1202,836
2838758400000;330,05;1827,5;1835,8;516,8;926,6;642,1;544;760,4;406,4;596,2;1017,6;512,4;802;976;990;1092,8;3401,6;872,3;1039,1;1089,4;636,4;244,4;1603,2;1649,2;109,2;438,8;972,4;1207,2;822;741,93;249,175;1201,959
2838844800000;329,9;1847,1;1835,7;516,2;925,4;641,5;543;760,1;405,6;594,8;1017,4;512,1;801;975,5;989,5;1092,7;3400,4;872,1;1038,9;1089,1;635,6;243,6;1602,8;1648,3;109,2;438,7;972,1;1206,3;821,5;741,74;248,95;1201,082
2839104000000;329,75;1847,1;1835,6;515,6;924,2;640,9;542;759,8;404,8;593,4;1017,2;511,8;800;975;989;1092,6;3399,2;871,9;1038,7;1088,8;634,8;242,8;1602,4;1647,4;109,2;438,6;971,8;1205,4;821;741,55;248,725;1200,205
2839190400000;329,6;1827,5;1835,5;515;923;640,3;541;759,5;404;592;1017;511,5;799;974,5;988,5;1092,5;3398;871,7;1038,5;1088,5;634;242;1602;1646,5;109,2;438,5;971,5;1204,5;820,5;741,36;248,5;1199,328
2839276800000;329,45;1840,6;1835,4;514,4;921,8;639,7;540;759,2;403,2;590,6;1016,8;511,2;798;974;988;1092,4;3396,8;871,5;1038,3;1088,2;633,2;241,2;1601,6;1645,6;109,2;438,4;971,2;1203,6;820;741,17;248,275;1198,451
2839363200000;329,3;1840,6;1835,3;513,8;920,6;639,1;539;758,9;402,4;589,2;1016,6;510,9;797;973,5;987,5;1092,3;3395,6;871,3;1038,1;1087,9;632,4;240,4;1601,2;1644,7;109,2;438,3;970,9;1202,7;819,5;740,98;248,05;1197,574
2839449600000;329,15;1847,1;1835,2;513,2;919,4;638,5;538;758,6;401,6;587,8;1016,4;510,6;796;973;987;1092,2;3394,4;871,1;1037,9;1087,6;631,6;239,6;1600,8;1643,8;109,2;438,2;970,6;1201,8;819;740,79;247,825;1196,697
2839708800000;329;1847,1;1835,1;512,6;918,2;637,9;537;758,3;400,8;586,4;1016,2;510,3;795;972,5;986,5;1092,1;3393,2;870,9;1037,7;1087,3;630,8;238,8;1600,4;1642,9;109,2;438,1;970,3;1200,9;818,5;740,6;247,6;1195,82
2839795200000;328,85;1847,1;1835;512;917;637,3;536;758;400;585;1016;510;794;972;986;1092;3392;870,7;1037,5;1087;630;238;1600;1642;109,2;438;970;1200;818;740,41;247,375;1194,943
2839881600000;328,7;1840,6;1834,9;511,4;915,8;636,7;535;757,7;399,2;583,6;1015,8;509,7;793;971,5;985,5;1091,9;3390,8;870,5;1037,3;1086,7;629,2;237,2;1599,6;1641,1;109,2;437,9;969,7;1199,1;817,5;740,22;247,15;1194,066
2839968000000;328,55;1847,1;1834,8;510,8;914,6;636,1;534;757,4;398,4;582,2;1015,6;509,4;792;971;985;1091,8;3389,6;870,3;1037,1;1086,4;628,4;236,4;1599,2;1640,2;109,2;437,8;969,4;1198,2;817;740,03;246,925;1193,189
2840054400000;328,4;1853,6;1834,7;510,2;913,4;635,5;533;757,1;397,6;580,8;1015,4;509,1;791;970,5;984,5;1091,7;3388,4;870,1;1036,9;1086,1;627,6;235,6;1598,8;1639,3;109,2;437,7;969,1;1197,3;816,5;739,84;246,7;1192,312
2840313600000;328,25;1853,6;1834,6;509,6;912,2;634,9;532;756,8;396,8;579,4;1015,2;508,8;790;970;984;1091,6;3387,2;869,9;1036,7;1085,8;626,8;234,8;1598,4;1638,4;109,2;437,6;968,8;1196,4;816;739,65;246,475;1191,435
2840400000000;328,1;1853,6;1834,5;509;911;634,3;531;756,5;396;578;1015;508,5;789;969,5;983,5;1091,5;3386;869,7;1036,5;1085,5;626;234;1598;1637,5;109,2;437,5;968,5;1195,5;815,5;739,46;246,25;1190,558
2840486400000;327,95;1853,6;1834,4;508,4;909,8;633,7;530;756,2;395,2;576,6;1014,8;508,2;788;969;983;1091,4;3384,8;869,5;1036,3;1085,2;625,2;233,2;1597,6;1636,6;109,2;437,4;968,2;1194,6;815;739,27;246,025;1189,681
2840572800000;327,8;1847,1;1834,3;507,8;908,6;633,1;529;755,9;394,4;575,2;1014,6;507,9;787;968,5;982,5;1091,3;3383,6;869,3;1036,1;1084,9;624,4;232,4;1597,2;1635,7;109,2;437,3;967,9;1193,7;814,5;739,08;245,8;1188,804
2840659200000;327,65;1847,1;1834,2;507,2;907,4;632,5;528;755,6;393,6;573,8;1014,4;507,6;786;968;982;1091,2;3382,4;869,1;1035,9;1084,6;623,6;231,6;1596,8;1634,8;109,2;437,2;967,6;1192,8;814;738,89;245,575;1187,927
2840918400000;327,5;1853,6;1834,1;506,6;906,2;631,9;527;755,3;392,8;572,4;1014,2;507,3;785;967,5;981,5;1091,1;3381,2;868,9;1035,7;1084,3;622,8;230,8;1596,4;1633,9;109,2;437,1;967,3;1191,9;813,5;738,7;245,35;1187,05
2841004800000;327,35;1847,1;1834;506;905;631,3;526;755;392;571;1014;507;784;967;981;1091;3380;868,7;1035,5;1084;622;230;1596;1633;109,2;437;967;1191;813;738,51;245,125;1186,173
2841091200000;327,2;1827,5;1833,9;505,4;903,8;630,7;525;754,7;391,2;569,6;1013,8;506,7;783;966,5;980,5;1090,9;3378,8;868,5;1035,3;1083,7;621,2;229,2;1595,6;1632,1;109,2;436,9;966,7;1190,1;812,5;738,32;244,9;1185,296
2841177600000;327,05;1840,6;1833,8;504,8;902,6;630,1;524;754,4;390,4;568,2;1013,6;506,4;782;966;980;1090,8;3377,6;868,3;1035,1;1083,4;620,4;228,4;1595,2;1631,2;109,2;436,8;966,4;1189,2;812;738,13;244,675;1184,419
2841264000000;326,9;1834;1833,7;504,2;901,4;629,5;523;754,1;389,6;566,8;1013,4;506,1;781;965,5;979,5;1090,7;3376,4;868,1;1034,9;1083,1;619,6;227,6;1594,8;1630,3;109,2;436,7;966,1;1188,3;811,5;737,94;244,45;1183,542
2841523200000;326,75;1834;1833,6;503,6;900,2;628,9;522;753,8;388,8;565,4;1013,2;505,8;780;965;979;1090,6;3375,2;867,9;1034,7;1082,8;618,8;226,8;1594,4;1629,4;109,2;436,6;965,8;1187,4;811;737,75;244,225;1182,665
2841609600000;326,6;1821;1833,5;503;899;628,3;521;753,5;388;564;1013;505,5;779;964,5;978,5;1090,5;3374;867,7;1034,5;1082,5;618;226;1594;1628,5;109,2;436,5;965,5;1186,5;810,5;737,56;244;1181,788
2841696000000;326,45;1755,7;1833,4;502,4;897,8;627,7;520;753,2;387,2;562,6;1012,8;505,2;778;964;978;1090,4;3372,8;867,5;1034,3;1082,2;617,2;225,2;1593,6;1627,6;109,2;436,4;965,2;1185,6;810;737,37;243,775;1180,911
2841782400000;326,3;1781,8;1833,3;501,8;896,6;627,1;519;752,9;386,4;561,2;1012,6;504,9;777;963,5;977,5;1090,3;3371,6;867,3;1034,1;1081,9;616,4;224,4;1593,2;1626,7;109,2;436,3;964,9;1184,7;809,5;737,18;243,55;1180,034
2841868800000;326,15;1781,8;1833,2;501,2;895,4;626,5;518;752,6;385,6;559,8;1012,4;504,6;776;963;977;1090,2;3370,4;867,1;1033,9;1081,6;615,6;223,6;1592,8;1625,8;109,2;436,2;964,6;1183,8;809;736,99;243,325;1179,157
2842128000000;326;1807,9;1833,1;500,6;894,2;625,9;517;752,3;384,8;558,4;1012,2;504,3;775;962,5;976,5;1090,1;3369,2;866,9;1033,7;1081,3;614,8;222,8;1592,4;1624,9;109,2;436,1;964,3;1182,9;808,5;736,8;243,1;1178,28
2842214400000;325,85;1807,9;1833;500;893;625,3;516;752;384;557;1012;504;774;962;976;1090;3368;866,7;1033,5;1081;614;222;1592;1624;109,2;436;964;1182;808;736,61;242,875;1177,403
2842300800000;325,7;1794,9;1832,9;499,4;891,8;624,7;515;751,7;383,2;555,6;1011,8;503,7;773;961,5;975,5;1089,9;3366,8;866,5;1033,3;1080,7;613,2;221,2;1591,6;1623,1;109,2;435,9;963,7;1181,1;807,5;736,42;242,65;1176,526
2842387200000;325,55;1794,9;1832,8;498,8;890,6;624,1;514;751,4;382,4;554,2;1011,6;503,4;772;961;975;1089,8;3365,6;866,3;1033,1;1080,4;612,4;220,4;1591,2;1622,2;109,2;435,8;963,4;1180,2;807;736,23;242,425;1175,649
2842473600000;325,4;1827,5;1832,7;498,2;889,4;623,5;513;751,1;381,6;552,8;1011,4;503,1;771;960,5;974,5;1089,7;3364,4;866,1;1032,9;1080,1;611,6;219,6;1590,8;1621,3;109,2;435,7;963,1;1179,3;806,5;736,04;242,2;1174,772
2842732800000;325,25;1827,5;1832,6;497,6;888,2;622,9;512;750,8;380,8;551,4;1011,2;502,8;770;960;974;1089,6;3363,2;865,9;1032,7;1079,8;610,8;218,8;1590,4;1620,4;109,2;435,6;962,8;1178,4;806;735,85;241,975;1173,895
2842819200000;325,1;1814,5;1832,5;497;887;622,3;511;750,5;380;550;1011;502,5;769;959,5;973,5;1089,5;3362;865,7;1032,5;1079,5;610;218;1590;1619,5;109,2;435,5;962,5;1177,5;805,5;735,66;241,75;1173,018
2842905600000;324,95;1814,5;1832,4;496,4;885,8;621,7;510;750,2;379,2;548,6;1010,8;502,2;768;959;973;1089,4;3360,8;865,5;1032,3;1079,2;609,2;217,2;1589,6;1618,6;109,2;435,4;962,2;1176,6;805;735,47;241,525;1172,141
2842992000000;324,8;1821;1832,3;495,8;884,6;621,1;509;749,9;378,4;547,2;1010,6;501,9;767;958,5;972,5;1089,3;3359,6;865,3;1032,1;1078,9;608,4;216,4;1589,2;1617,7;109,2;435,3;961,9;1175,7;804,5;735,28;241,3;1171,264
2843078400000;324,65;1821;1832,2;495,2;883,4;620,5;508;749,6;377,6;545,8;1010,4;501,6;766;958;972;1089,2;3358,4;865,1;1031,9;1078,6;607,6;215,6;1588,8;1616,8;109,2;435,2;961,6;1174,8;804;735,09;241,075;1170,387
2843337600000;324,5;1807,9;1832,1;494,6;882,2;619,9;507;749,3;376,8;544,4;1010,2;501,3;765;957,5;971,5;1089,1;3357,2;864,9;1031,7;1078,3;606,8;214,8;1588,4;1615,9;109,2;435,1;961,3;1173,9;803,5;734,9;240,85;1169,51
2843424000000;324,35;1794,9;1832;494;881;619,3;506;749;376;543;1010;501;764;957;971;1089;3356;864,7;1031,5;1078;606;214;1588;1615;109,2;435;961;1173;803;734,71;240,625;1168,633
2843510400000;324,2;1742,7;1831,9;493,4;879,8;618,7;505;748,7;375,2;541,6;1009,8;500,7;763;956,5;970,5;1088,9;3354,8;864,5;1031,3;1077,7;605,2;213,2;1587,6;1614,1;109,2;434,9;960,7;1172,1;802,5;734,52;240,4;1167,756
2843596800000;324,05;1762,2;1831,8;492,8;878,6;618,1;504;748,4;374,4;540,2;1009,6;500,4;762;956;970;1088,8;3353,6;864,3;1031,1;1077,4;604,4;212,4;1587,2;1613,2;109,2;434,8;960,4;1171,2;802;734,33;240,175;1166,879
2843683200000;323,9;1742,7;1831,7;492,2;877,4;617,5;503;748,1;373,6;538,8;1009,4;500,1;761;955,5;969,5;1088,7;3352,4;864,1;1030,9;1077,1;603,6;211,6;1586,8;1612,3;109,2;434,7;960,1;1170,3;801,5;734,14;239,95;1166,002
2843942400000;323,75;1742,7;1831,6;491,6;876,2;616,9;502;747,8;372,8;537,4;1009,2;499,8;760;955;969;1088,6;3351,2;863,9;1030,7;1076,8;602,8;210,8;1586,4;1611,4;109,2;434,6;959,8;1169,4;801;733,95;239,725;1165,125
2844028800000;323,6;1742,7;1831,5;491;875;616,3;501;747,5;372;536;1009;499,5;759;954,5;968,5;1088,5;3350;863,7;1030,5;1076,5;602;210;1586;1610,5;109,2;434,5;959,5;1168,5;800,5;733,76;239,5;1164,248
2844115200000;323,45;1755,7;1831,4;490,4;873,8;615,7;500;747,2;371,2;534,6;1008,8;499,2;758;954;968;1088,4;3348,8;863,5;1030,3;1076,2;601,2;209,2;1585,6;1609,6;109,2;434,4;959,2;1167,6;800;733,57;239,275;1163,371
2844201600000;323,3;1755,7;1831,3;489,8;872,6;615,1;499;746,9;370,4;533,2;1008,6;498,9;757;953,5;967,5;1088,3;3347,6;863,3;1030,1;1075,9;600,4;208,4;1585,2;1608,7;109,2;434,3;958,9;1166,7;799,5;733,38;239,05;1162,494
2844288000000;323,15;1755,7;1831,2;489,2;871,4;614,5;498;746,6;369,6;531,8;1008,4;498,6;756;953;967;1088,2;3346,4;863,1;1029,9;1075,6;599,6;207,6;1584,8;1607,8;109,2;434,2;958,6;1165,8;799;733,19;238,825;1161,617
2844547200000;323;1736,1;1831,1;488,6;870,2;613,9;497;746,3;368,8;530,4;1008,2;498,3;755;952,5;966,5;1088,1;3345,2;862,9;1029,7;1075,3;598,8;206,8;1584,4;1606,9;109,2;434,1;958,3;1164,9;798,5;733;238,6;1160,74
2844633600000;322,85;1729,6;1831;488;869;613,3;496;746;368;529;1008;498;754;952;966;1088;3344;862,7;1029,5;1075;598;206;1584;1606;109,2;434;958;1164;798;732,81;238,375;1159,863
2844720000000;322,7;1670,9;1830,9;487,4;867,8;612,7;495;745,7;367,2;527,6;1007,8;497,7;753;951,5;965,5;1087,9;3342,8;862,5;1029,3;1074,7;597,2;205,2;1583,6;1605,1;109,2;433,9;957,7;1163,1;797,5;732,62;238,15;1158,986
2844806400000;322,55;1631,7;1830,8;486,8;866,6;612,1;494;745,4;366,4;526,2;1007,6;497,4;752;951;965;1087,8;3341,6;862,3;1029,1;1074,4;596,4;204,4;1583,2;1604,2;109,2;433,8;957,4;1162,2;797;732,43;237,925;1158,109
2844892800000;322,4;1592,5;1830,7;486,2;865,4;611,5;493;745,1;365,6;524,8;1007,4;497,1;751;950,5;964,5;1087,7;3340,4;862,1;1028,9;1074,1;595,6;203,6;1582,8;1603,3;109,2;433,7;957,1;1161,3;796,5;732,24;237,7;1157,232
2845152000000;322,25;1501,2;1830,6;485,6;864,2;610,9;492;744,8;364,8;523,4;1007,2;496,8;750;950;964;1087,6;3339,2;861,9;1028,7;1073,8;594,8;202,8;1582,4;1602,4;109,2;433,6;956,8;1160,4;796;732,05;237,475;1156,355
2845238400000;322,1;1527,3;1830,5;485;863;610,3;491;744,5;364;522;1007;496,5;749;949,5;963,5;1087,5;3338;861,7;1028,5;1073,5;594;202;1582;1601,5;109,2;433,5;956,5;1159,5;795,5;731,86;237,25;1155,478
2845324800000;321,95;1546,9;1830,4;484,4;861,8;609,7;490;744,2;363,2;520,6;1006,8;496,2;748;949;963;1087,4;3336,8;861,5;1028,3;1073,2;593,2;201,2;1581,6;1600,6;109,2;433,4;956,2;1158,6;795;731,67;237,025;1154,601
2845411200000;321,8;1559,9;1830,3;483,8;860,6;609,1;489;743,9;362,4;519,2;1006,6;495,9;747;948,5;962,5;1087,3;3335,6;861,3;1028,1;1072,9;592,4;200,4;1581,2;1599,7;109,2;433,3;955,9;1157,7;794,5;731,48;236,8;1153,724
2845497600000;321,65;1559,9;1830,2;483,2;859,4;608,5;488;743,6;361,6;517,8;1006,4;495,6;746;948;962;1087,2;3334,4;861,1;1027,9;1072,6;591,6;199,6;1580,8;1598,8;109,2;433,2;955,6;1156,8;794;731,29;236,575;1152,847
2845756800000;321,5;1546,9;1830,1;482,6;858,2;607,9;487;743,3;360,8;516,4;1006,2;495,3;745;947,5;961,5;1087,1;3333,2;860,9;1027,7;1072,3;590,8;198,8;1580,4;1597,9;109,2;433,1;955,3;1155,9;793,5;731,1;236,35;1151,97
2845843200000;321,35;1540,3;1830;482;857;607,3;486;743;360;515;1006;495;744;947;961;1087;3332;860,7;1027,5;1072;590;198;1580;1597;109,2;433;955;1155;793;730,91;236,125;1151,093
2845929600000;321,2;1488,1;1829,9;481,4;855,8;606,7;485;742,7;359,2;513,6;1005,8;494,7;743;946,5;960,5;1086,9;3330,8;860,5;1027,3;1071,7;589,2;197,2;1579,6;1596,1;109,2;432,9;954,7;1154,1;792,5;730,72;235,9;1150,216
2846016000000;321,05;1494,6;1829,8;480,8;854,6;606,1;484;742,4;358,4;512,2;1005,6;494,4;742;946;960;1086,8;3329,6;860,3;1027,1;1071,4;588,4;196,4;1579,2;1595,2;109,2;432,8;954,4;1153,2;792;730,53;235,675;1149,339
2846102400000;320,9;1501,2;1829,7;480,2;853,4;605,5;483;742,1;357,6;510,8;1005,4;494,1;741;945,5;959,5;1086,7;3328,4;860,1;1026,9;1071,1;587,6;195,6;1578,8;1594,3;109,2;432,7;954,1;1152,3;791,5;730,34;235,45;1148,462
2846361600000;320,75;1403,3;1829,6;479,6;852,2;604,9;482;741,8;356,8;509,4;1005,2;493,8;740;945;959;1086,6;3327,2;859,9;1026,7;1070,8;586,8;194,8;1578,4;1593,4;109,2;432,6;953,8;1151,4;791;730,15;235,225;1147,585
